## MHD3D Solution... outputLevel and fileID:
0000,00000100
## grid: nElems, gridType #################################################################################
      11,       4
## grid: sp(0:nElems)
  0.737806440415453E-18,  0.823498083671742E-01,  0.179250397055607E+00,  0.286422124794339E+00,  0.399585350312414E+00,  0.514460432338871E+00,  0.626767729602754E+00,  0.732227600833103E+00,  0.826560404758961E+00,  0.905486500109369E+00,  0.964726245613368E+00,  0.100000000000000E+01
## global: nfp,degGP,mn_nyq(2),hmap #######################################################################
       5,       8,      37,      41,       1
## X1_base: s%nbase,s%deg,s%continuity,f%modes,f%sin_cos,f%excl_mn_zero ###################################
      16,       5,       4,     200,       2,       0
## X2_base: s%nbase,s%deg,s%continuity,f%modes,f%sin_cos,f%excl_mn_zero ###################################
      16,       5,       4,     199,       1,       0
## LA_base: s%nbase,s%deg,s%continuity,f%modes,f%sin_cos,f%excl_mn_zero ###################################
      16,       5,       4,     199,       1,       1
## X1: m,n,X1(1:nbase,iMode) ##############################################################################
       0,       0,  0.558149160731678E+01,  0.558149160731678E+01,  0.558134991844641E+01,  0.558063070522672E+01,  0.557853545487285E+01,  0.557393766892077E+01,  0.556702662760490E+01,  0.555802866517109E+01,  0.554749445844837E+01,  0.553622329694378E+01,  0.552519116611344E+01,  0.551545914812788E+01,  0.550824723768713E+01,  0.550353133281536E+01,  0.550095937322555E+01,  0.550000000000000E+01
       0,       5,  0.374138341083833E+00,  0.374138341083834E+00,  0.373907182901883E+00,  0.372733823132138E+00,  0.369308111063858E+00,  0.361716553674597E+00,  0.350330588732465E+00,  0.335581727688228E+00,  0.318418389570744E+00,  0.299962141497120E+00,  0.281540271994366E+00,  0.264664958383659E+00,  0.251480144740623E+00,  0.242420522688944E+00,  0.237324395069907E+00,  0.235400000000000E+00
       0,      10,  0.202865353693597E-01,  0.202865353693593E-01,  0.202402410575814E-01,  0.200052509631345E-01,  0.193437617282317E-01,  0.181233163249611E-01,  0.165626539313654E-01,  0.149344547412583E-01,  0.134401747288622E-01,  0.123017145869065E-01,  0.116492020496518E-01,  0.115267624796160E-01,  0.118119032514997E-01,  0.122232037502053E-01,  0.125256468222018E-01,  0.126500000000000E-01
       0,      15,  0.561022515640401E-03,  0.561022515640333E-03,  0.545303490511226E-03,  0.465513661960978E-03,  0.256496146018576E-03,  0.322902708808435E-04, -0.167965915859417E-03, -0.226959702645107E-03, -0.104135415160692E-03,  0.214538450476863E-03,  0.674537524241283E-03,  0.117328374674927E-02,  0.156962112333348E-02,  0.181453817623643E-02,  0.193647414343933E-02,  0.198000000000000E-02
       0,      20, -0.180218191178322E-04, -0.180218191178403E-04, -0.201710112706926E-04, -0.310803184313750E-04, -0.611507527654918E-04, -0.110014176564513E-03, -0.159207416357342E-03, -0.186693400255230E-03, -0.180761737508874E-03, -0.142220717357055E-03, -0.804288487794794E-04, -0.198917738953476E-04,  0.964122405813062E-05,  0.104626645678262E-04,  0.368753189111812E-05,  0.000000000000000E+00
       0,      25,  0.158905400770279E-04,  0.158905400769246E-04,  0.152859087045641E-04,  0.122167976660797E-04,  0.395429469028367E-05, -0.738639738201888E-05, -0.210879975302807E-04, -0.262618370825699E-04, -0.243105956103044E-04, -0.143967664832457E-04, -0.532815817796490E-05, -0.464823694191896E-05, -0.839918890736159E-05, -0.647117943391222E-05, -0.214563398161251E-05,  0.000000000000000E+00
       0,      30,  0.228046952747814E-05,  0.228046952748372E-05,  0.218506963970577E-05,  0.170081946339843E-05,  0.397668295943205E-06, -0.138531552442650E-05, -0.131400038855585E-05,  0.219007608182623E-05,  0.942842657707562E-05,  0.164295831022543E-04,  0.176552835189595E-04,  0.132172047526658E-04,  0.789049105759773E-05,  0.384120421295210E-05,  0.109318478436329E-05,  0.000000000000000E+00
       0,      35,  0.212572500064749E-06,  0.212572500069748E-06,  0.191242192888787E-06,  0.829694762960197E-07, -0.255311155495005E-06, -0.122632733267565E-05, -0.608293403632130E-06, -0.121826566121952E-06,  0.137377932489471E-05,  0.986948482139762E-07, -0.214363539550551E-05, -0.292700178991811E-05, -0.185557726123617E-05, -0.792035235207288E-06, -0.206936876462489E-06,  0.000000000000000E+00
       0,      40,  0.540628640417602E-06,  0.540628640420781E-06,  0.540258103422551E-06,  0.538377256302151E-06,  0.500913977578793E-06,  0.986555515502230E-07,  0.101902661916284E-06, -0.890390082895397E-07, -0.129813640202339E-06, -0.156633662257110E-05, -0.108072237892756E-05,  0.149086126221082E-06,  0.174660648876030E-06,  0.704748564600389E-07,  0.169029947467778E-07,  0.000000000000000E+00
       0,      45,  0.182872319953081E-06,  0.182872319953676E-06,  0.183410507334160E-06,  0.186142348447356E-06,  0.191906341641631E-06,  0.182594788058625E-06,  0.644024706475384E-07,  0.471716981890143E-06, -0.330616802627457E-06,  0.439395625492474E-07,  0.102293326952193E-05,  0.956663929916044E-07,  0.154078644978010E-07,  0.159781465465932E-07,  0.378675441453029E-08,  0.000000000000000E+00
       0,      50, -0.961971534511509E-08, -0.961971534669860E-08, -0.126068071394335E-07, -0.277692959134679E-07, -0.546692621592646E-07,  0.591376550615181E-07,  0.212039544290325E-06,  0.751622740079679E-07,  0.269100314013746E-06,  0.919860837862822E-06, -0.144632462997441E-06,  0.108577955644220E-06,  0.197204251319879E-06,  0.980119510233461E-07,  0.276398884280438E-07,  0.000000000000000E+00
       1,     -50, -0.309990734788569E-18, -0.220010725111704E-07, -0.698906919378828E-07, -0.148219882183640E-06, -0.270292070335796E-06, -0.118136277235824E-06,  0.132472724221094E-08, -0.229816936539699E-06,  0.581642827548138E-06,  0.769969370750354E-06, -0.636456829235064E-06,  0.143286299263835E-06,  0.132221311509089E-06,  0.514804849865745E-07,  0.108057006511165E-07,  0.000000000000000E+00
       1,     -45, -0.726152781741765E-20, -0.163272314671499E-09, -0.518666302484358E-09, -0.191878370586170E-07, -0.173417247198287E-06,  0.123656803951830E-06, -0.240585201988207E-06,  0.263359192915504E-06, -0.920270326751736E-06,  0.640533258257480E-06,  0.994933612107454E-06, -0.515696084105582E-06, -0.396326809618515E-06, -0.170552548670031E-06, -0.469904577297867E-07,  0.000000000000000E+00
       1,     -40,  0.736658948794692E-18,  0.339856137059359E-07,  0.107961921255547E-06,  0.151773002155360E-06, -0.313932856329458E-06,  0.877426669965843E-07,  0.518244911416740E-08,  0.700053064385389E-07, -0.118148182820721E-05, -0.222329614373545E-05,  0.525666081350589E-08,  0.136327666722800E-05,  0.644621679097210E-06,  0.148194637077344E-06,  0.235214052579393E-07,  0.000000000000000E+00
       1,     -35, -0.478928446158124E-18, -0.719882693594416E-07, -0.228684758558162E-06, -0.508673902424148E-06, -0.110893686768765E-05, -0.104210527888641E-05,  0.825472778950485E-06,  0.130975175167256E-05, -0.447700151422933E-06, -0.599209663320004E-05, -0.913152691969794E-05, -0.692908515864518E-05, -0.320376473404515E-05, -0.127358786091324E-05, -0.326992971960975E-06,  0.000000000000000E+00
       1,     -30, -0.297680698538466E-18, -0.537910440438134E-06, -0.170877728205348E-05, -0.337622064558293E-05, -0.426157854218376E-05, -0.241609922903145E-05,  0.317778319768084E-05,  0.133879531036111E-04,  0.194973807906882E-04,  0.160208968378299E-04,  0.627024119390125E-05, -0.104946220425202E-05,  0.114889526532821E-07,  0.121944306857116E-05,  0.496771075370581E-06,  0.000000000000000E+00
       1,     -25, -0.391289491779440E-18, -0.281263775902518E-05, -0.893489165478638E-05, -0.180800921997039E-04, -0.263241974648724E-04, -0.184088245658291E-04, -0.913481866722715E-06,  0.391679576901520E-04,  0.738245982944738E-04,  0.909360300277700E-04,  0.750050416562865E-04,  0.360018857051926E-04,  0.338655080102761E-05, -0.451160654682254E-05, -0.203303257546977E-05,  0.000000000000000E+00
