## MHD3D Solution... outputLevel and fileID:
0000,00200000
## grid: nElems, gridType #################################################################################
      20,       4
## grid: sp(0:nElems)
  0.737806440415453E-18,  0.432357594936709E-01,  0.914556962025316E-01,  0.143947784810127E+00,  0.200000000000000E+00,  0.258900316455696E+00,  0.319936708860759E+00,  0.382397151898734E+00,  0.445569620253165E+00,  0.508742088607595E+00,  0.571202531645570E+00,  0.632238924050633E+00,  0.691139240506329E+00,  0.747191455696202E+00,  0.799683544303797E+00,  0.847903481012658E+00,  0.891139240506329E+00,  0.928678797468354E+00,  0.959810126582278E+00,  0.983821202531646E+00,  0.100000000000000E+01
## global: nfp,degGP,mn_nyq(2),hmap #######################################################################
       2,       7,      24,      24,       1
## X1_base: s%nbase,s%deg,s%continuity,f%modes,f%sin_cos,f%excl_mn_zero ###################################
      25,       5,       4,      85,       2,       0
## X2_base: s%nbase,s%deg,s%continuity,f%modes,f%sin_cos,f%excl_mn_zero ###################################
      25,       5,       4,      84,       1,       0
## LA_base: s%nbase,s%deg,s%continuity,f%modes,f%sin_cos,f%excl_mn_zero ###################################
      25,       5,       4,      84,       1,       1
## X1: m,n,X1(1:nbase,iMode) ##############################################################################
       0,       0,  0.402219911914045E+01,  0.402219911914045E+01,  0.402248957976993E+01,  0.402297054973295E+01,  0.402365717585930E+01,  0.402429604252693E+01,  0.402473541921109E+01,  0.402482650795208E+01,  0.402454272293629E+01,  0.402386708379555E+01,  0.402280025548916E+01,  0.402137248197345E+01,  0.401962861933339E+01,  0.401762278880467E+01,  0.401542589556215E+01,  0.401311822979040E+01,  0.401078814098115E+01,  0.400851708052856E+01,  0.400635952332179E+01,  0.400439002366515E+01,  0.400270520097984E+01,  0.400147248630874E+01,  0.400065373090586E+01,  0.400018817286222E+01,  0.400000000000000E+01
       0,       2, -0.432335936167952E-01, -0.432335936167952E-01, -0.430246247042640E-01, -0.425762405809916E-01, -0.415173170882556E-01, -0.397905732831227E-01, -0.375417667608632E-01, -0.348883933302298E-01, -0.319054987535064E-01, -0.286887121492808E-01, -0.253368679365105E-01, -0.219573816904831E-01, -0.186376853444137E-01, -0.154698987323183E-01, -0.125209615941075E-01, -0.984593561590202E-02, -0.747996110371500E-02, -0.544530138171294E-02, -0.375666248588719E-02, -0.241241934601849E-02, -0.139482389374909E-02, -0.724346926095896E-03, -0.311797641168207E-03, -0.884053498098892E-04,  0.000000000000000E+00
       0,       4, -0.121148056269043E-03, -0.121148056269047E-03, -0.287510697224478E-03, -0.710218407184273E-03, -0.124091495805897E-02, -0.191530243991119E-02, -0.254112795420806E-02, -0.304952604716691E-02, -0.343237215755179E-02, -0.366168294108654E-02, -0.374012704358126E-02, -0.367326131842484E-02, -0.347560368274065E-02, -0.316694235577686E-02, -0.277772077227898E-02, -0.234673365156969E-02, -0.191895628054387E-02, -0.151916476586579E-02, -0.113234891456822E-02, -0.766512172455176E-03, -0.457915287716714E-03, -0.242955166396820E-03, -0.106135591527563E-03, -0.303511789377903E-04,  0.000000000000000E+00
       0,       6,  0.144872052102370E-03,  0.144872052102370E-03,  0.142115331684827E-03,  0.131471668173252E-03,  0.113603593199447E-03,  0.853683830115125E-04,  0.553465052627510E-04,  0.233807039020482E-04, -0.669840978711094E-05, -0.350049450050158E-04, -0.600644873890521E-04, -0.811691314511619E-04, -0.981203434111097E-04, -0.108051939312211E-03, -0.111481333006235E-03, -0.109943135055439E-03, -0.109408579585301E-03, -0.110269890662039E-03, -0.102121374791173E-03, -0.815360305192560E-04, -0.554642614290495E-04, -0.322522433305191E-04, -0.148569386070951E-04, -0.435598202754672E-05,  0.000000000000000E+00
       0,       8,  0.199078981257668E-06,  0.199078981257669E-06, -0.184758683973306E-05,  0.886098293641537E-07, -0.112893063331134E-05, -0.356207195190041E-06, -0.222352647216609E-05, -0.440014906391718E-05, -0.647008597445585E-05, -0.103554527573317E-04, -0.126315611753533E-04, -0.152131032765380E-04, -0.161391442724970E-04, -0.170422281519984E-04, -0.168686927743946E-04, -0.142670220394549E-04, -0.507285127560382E-05,  0.962768773680243E-05,  0.178946673096961E-04,  0.167596323773042E-04,  0.122319134774483E-04,  0.788006994292918E-05,  0.392441192665821E-05,  0.119651369788737E-05,  0.000000000000000E+00
       0,      10, -0.246061761687578E-06, -0.246061761687606E-06,  0.445449311455430E-07, -0.124370569866110E-06, -0.346492103555509E-06, -0.270201915845279E-06, -0.571391009326806E-06, -0.118079905129669E-05, -0.187046114638915E-05, -0.331735463103419E-05, -0.455981545096249E-05, -0.568592343877895E-05, -0.653211838393211E-05, -0.725505712269609E-05, -0.778898451296222E-05, -0.700729552260477E-05, -0.266149121267638E-05,  0.485423386742225E-05,  0.946152588030886E-05,  0.939478274719031E-05,  0.722740461574101E-05,  0.476649373557616E-05,  0.235205671402540E-05,  0.717584991403142E-06,  0.000000000000000E+00
       0,      12, -0.830743806429586E-07, -0.830743806429595E-07, -0.641531336972622E-07, -0.563438913339407E-07,  0.124516779204976E-06,  0.785427736064534E-07,  0.215166049991340E-06,  0.357662216328385E-06,  0.464598864125848E-06,  0.633815931803235E-06,  0.815791224780306E-06,  0.977181292749102E-06,  0.105362647386980E-05,  0.894486483960690E-06,  0.615540726210411E-06,  0.287533562583234E-06, -0.138778533682540E-06, -0.578944956068437E-06, -0.735465990078796E-06, -0.530988116523672E-06, -0.267572409331053E-06, -0.120777705911257E-06, -0.507404074167672E-07, -0.137458798673058E-07,  0.000000000000000E+00
       1,     -12, -0.389285285195214E-20, -0.538153496717877E-07, -0.571724617341895E-07, -0.121664274340060E-06, -0.333581075188848E-06, -0.500596346580707E-06, -0.490029245693005E-06, -0.527351465919700E-06, -0.367074039433801E-06, -0.264330907188464E-06, -0.151803023347274E-06,  0.170806227271112E-07,  0.165199158526093E-06,  0.310650038466373E-06,  0.412830258466411E-06,  0.579803509881529E-06,  0.116868290768824E-05,  0.206587193522048E-05,  0.230264735785599E-05,  0.169062300625387E-05,  0.977879077502782E-06,  0.541042136051939E-06,  0.253495124757136E-06,  0.747262546796406E-07,  0.000000000000000E+00
       1,     -10, -0.379921678376274E-19,  0.416532096116365E-07,  0.407244713546148E-07,  0.987445708078567E-07,  0.346177425532638E-06,  0.967189676583973E-06,  0.227495063906366E-05,  0.326372462311315E-05,  0.486607544800751E-05,  0.607654508889155E-05,  0.740985288930048E-05,  0.825661507152234E-05,  0.812841442040888E-05,  0.683529354620767E-05,  0.436495297322131E-05,  0.105818811581141E-05, -0.323793796336726E-05, -0.786244506253257E-05, -0.107183663491791E-04, -0.101590475256068E-04, -0.714191210925417E-05, -0.407642933574945E-05, -0.183922136225391E-05, -0.536345288366965E-06,  0.000000000000000E+00
       1,      -8,  0.393825198026265E-18, -0.227251390114602E-05, -0.576117473877921E-05, -0.960550713809303E-05, -0.148512999387458E-04, -0.151005600909215E-04, -0.133373786950685E-04, -0.108893086179155E-04, -0.581455447027087E-05, -0.268560713013483E-05,  0.707285318090089E-06,  0.209896533097031E-05,  0.246996738206991E-05,  0.296024024435856E-05,  0.141647259053788E-05, -0.381660358035736E-05, -0.184411388432569E-04, -0.391004309312271E-04, -0.487468717714082E-04, -0.429319274943671E-04, -0.308761411453957E-04, -0.190198430125134E-04, -0.907451404777653E-05, -0.273531084402436E-05,  0.000000000000000E+00
